"id","week1_visit","week2_visit","week3_visit","week4_visit","online_trans","online_spend","year_mo"
8005,0,102,0,0,21,473.365258006028,"2015_nov"
8005,0,0,6,159,45,929.121693085811,"2015_dec"
8006,0,28,0,10,15,331.916872413689,"2014_jan"
8006,0,4,15,99,34,733.121755858147,"2014_feb"
8006,0,1,1,34,8,165.392418120972,"2014_mar"
8006,12,158,0,1,48,1011.99055513594,"2014_apr"
8006,10,16,2,9,7,145.066344967011,"2014_may"
8006,0,9,3,12,8,151.597822534168,"2014_jun"
8006,0,0,5,36,16,298.333949514024,"2014_jul"
8006,22,10,0,0,7,121.497370958657,"2014_aug"
8006,0,4,8,0,2,40.5590359201424,"2014_sep"
8006,22,50,48,13,35,687.800171822571,"2014_oct"
8006,0,2,20,0,5,100.102696326292,"2014_nov"
8006,45,52,36,18,48,839.268426833073,"2014_dec"
8006,14,2,13,0,12,227.70213493019,"2015_jan"
8006,21,14,28,43,30,726.60147919596,"2015_feb"
8006,0,124,0,58,45,952.890714090062,"2015_mar"
8006,0,12,178,0,60,1406.56107931774,"2015_apr"
8006,32,20,11,98,57,1105.72947404476,"2015_may"
8006,9,77,0,114,58,1022.63524433811,"2015_jun"
8006,11,0,68,23,25,434.530788021959,"2015_jul"
8006,0,92,0,0,27,540.318525716519,"2015_aug"
8006,15,27,0,18,14,273.448234982893,"2015_sep"
8006,31,3,3,18,11,270.196668915287,"2015_oct"
8006,74,1,0,0,26,452.021190888355,"2015_nov"
8006,89,0,0,0,28,532.802891824733,"2015_dec"
8007,37,26,40,5,29,642.296055209221,"2014_jan"
8007,0,9,0,0,2,35.9704208460626,"2014_feb"
8007,19,0,37,116,49,898.553567768278,"2014_mar"
8007,4,12,42,0,7,148.976277761008,"2014_apr"
8007,1,14,1,16,6,109.711528245529,"2014_may"
8007,65,5,4,33,24,452.538982388113,"2014_jun"
8007,11,27,4,24,21,384.711924754395,"2014_jul"
8007,0,19,0,126,37,656.459192247492,"2014_aug"
8007,0,2,60,113,51,980.512469003392,"2014_sep"
8007,10,3,26,16,25,486.825233961883,"2014_oct"
8007,14,12,2,0,5,97.4975649401136,"2014_nov"
8007,41,0,3,26,16,302.727647481707,"2014_dec"
8007,26,11,20,71,44,993.800640933908,"2015_jan"
8007,57,12,5,0,20,378.332355653335,"2015_feb"
8007,0,6,81,0,28,574.643242959995,"2015_mar"
8007,0,129,13,34,42,881.32916872958,"2015_apr"
8007,0,0,39,15,16,375.354350186132,"2015_may"
8007,0,43,0,36,15,301.278073267102,"2015_jun"
8007,26,2,0,0,8,154.986121816708,"2015_jul"
8007,0,0,16,62,18,360.734183492163,"2015_aug"
8007,0,9,1,10,5,124.742193640401,"2015_sep"
8007,0,7,28,1,10,214.75853150689,"2015_oct"
8007,10,0,30,0,10,202.515211819042,"2015_nov"
8007,1,4,4,7,4,72.8728286679142,"2015_dec"
8008,0,76,0,2,21,362.744433940914,"2014_jan"
8008,0,48,2,47,25,502.402636932819,"2014_feb"
8008,2,219,0,4,70,1552.59094892669,"2014_mar"
8008,9,0,44,9,19,472.833858749383,"2014_apr"
8008,0,8,5,19,8,132.255557944905,"2014_may"
8008,9,19,0,23,11,244.767874033871,"2014_jun"
8008,1,5,72,191,77,1352.28271754318,"2014_jul"
8008,16,8,0,0,8,162.156512708934,"2014_aug"
8008,10,25,15,0,11,215.518615722623,"2014_sep"
8008,17,66,64,55,60,1186.22908116406,"2014_oct"
8008,107,0,2,2,31,665.827104334883,"2014_nov"
8008,4,38,0,38,23,543.37798818429,"2014_dec"
8008,0,82,17,28,27,579.103508401875,"2015_jan"
8008,64,57,0,27,45,1001.09663198839,"2015_feb"
8008,8,13,6,2,8,151.961223131022,"2015_mar"
8008,7,0,0,1,4,86.4493642032834,"2015_apr"
8008,17,81,81,1,64,1359.44359902105,"2015_may"
8008,0,17,109,0,39,710.126163606431,"2015_jun"
8008,2,0,0,0,1,21.573858608775,"2015_jul"
8008,1,0,0,78,27,497.594324770057,"2015_aug"
8008,6,4,36,5,15,291.617964082171,"2015_sep"
8008,24,0,10,0,8,147.234714876087,"2015_oct"
8008,0,5,5,2,4,82.6401385548191,"2015_nov"
8008,1,4,12,6,12,213.69636602112,"2015_dec"
8009,0,1,31,7,13,245.091272426419,"2014_jan"
8009,11,0,4,12,11,218.037528073758,"2014_feb"
8009,2,22,0,0,9,170.996641373561,"2014_mar"
8009,0,16,0,7,7,153.162947639153,"2014_apr"
8009,14,29,0,5,13,295.398215186337,"2014_may"
8009,21,0,0,9,14,321.888194276944,"2014_jun"
8009,1,8,14,1,8,169.396507065764,"2014_jul"
8009,0,4,0,40,15,310.074915744068,"2014_aug"
8009,0,3,3,1,3,64.7832883176256,"2014_sep"
8009,1,0,2,53,17,314.262744965284,"2014_oct"
8009,1,3,43,5,15,304.80789923507,"2014_nov"
8009,2,12,0,25,15,348.086122075558,"2014_dec"
8009,5,3,24,38,18,415.308140210018,"2015_jan"
8009,43,4,15,6,19,401.178903491134,"2015_feb"
8009,0,19,2,2,9,187.909315058756,"2015_mar"
8009,39,3,0,4,7,147.530193948828,"2015_apr"
8009,0,29,74,9,32,783.215959726008,"2015_may"
8009,6,0,0,0,0,0,"2015_jun"
8009,6,0,18,0,12,205.483960602572,"2015_jul"
8009,0,0,5,9,3,58.5985624924177,"2015_aug"
8009,29,0,0,1,4,83.2420420528843,"2015_sep"
8009,0,0,16,0,5,112.471181457855,"2015_oct"
8009,16,1,18,2,13,246.930266590556,"2015_nov"
8009,22,6,123,0,49,1061.75959404921,"2015_dec"
8010,0,12,112,6,51,1194.78771096989,"2014_jan"
8010,47,34,0,3,23,442.856931151479,"2014_feb"
8010,67,4,24,33,35,746.859771850511,"2014_mar"
8010,0,14,19,0,15,291.798140554415,"2014_apr"
8010,1,14,77,20,35,631.263346492334,"2014_may"
8010,0,29,13,15,13,243.520945671972,"2014_jun"
8010,14,106,2,26,34,812.269333377207,"2014_jul"
8010,5,60,0,0,19,300.547321722814,"2014_aug"
8010,12,0,1,14,3,64.6834357918644,"2014_sep"
8010,1,22,3,27,17,351.553211456095,"2014_oct"
8010,119,5,5,4,39,686.664005293729,"2014_nov"
8010,0,1,0,0,0,0,"2014_dec"
8010,0,0,14,204,70,1501.16141587508,"2015_jan"
8010,24,18,0,1,14,337.56396910299,"2015_feb"
8010,2,10,80,10,28,617.718366452017,"2015_mar"
8010,33,7,0,0,9,194.277978895457,"2015_apr"
8010,2,0,0,66,22,438.161005013203,"2015_may"
8010,3,4,3,5,2,42.3462053024008,"2015_jun"
8010,52,67,4,19,39,782.854799899959,"2015_jul"
8010,5,32,13,1,14,266.146246665722,"2015_aug"
8010,136,7,3,6,43,986.141730601606,"2015_sep"
8010,70,8,1,0,20,440.246807113677,"2015_oct"
8010,7,274,58,14,107,2301.32832702534,"2015_nov"
8010,5,20,158,24,59,1402.96456037179,"2015_dec"
8011,6,124,6,0,45,795.74973969008,"2014_jan"
8011,120,0,145,3,76,1411.61412037858,"2014_feb"
8011,1,3,3,13,6,127.609624587671,"2014_mar"
8011,78,3,13,7,25,527.423218941125,"2014_apr"
8011,15,1,24,21,15,326.834288398238,"2014_may"
8011,0,0,217,0,66,1405.87227948856,"2014_jun"
8011,36,0,3,27,23,542.344517233636,"2014_jul"
8011,6,62,28,0,28,588.065443493675,"2014_aug"
8011,0,47,5,2,11,183.241687719602,"2014_sep"
8011,73,2,4,78,51,967.814339556881,"2014_oct"
8011,49,15,0,52,34,619.250232926178,"2014_nov"
8011,5,18,15,3,17,359.239765898473,"2014_dec"
8011,5,14,0,4,8,141.759970883276,"2015_jan"
8011,81,29,6,2,40,947.019821602119,"2015_feb"
8011,0,56,0,1,14,313.063565178467,"2015_mar"
8011,0,26,42,1,19,372.147995581187,"2015_apr"
8011,1,8,1,16,6,117.58994738096,"2015_may"
8011,0,0,0,3,1,23.2336450716232,"2015_jun"
8011,0,0,0,5,1,16.8802880569029,"2015_jul"
8011,2,12,10,1,6,113.794303786379,"2015_aug"
8011,11,0,0,7,2,42.89394013764,"2015_sep"
8011,0,0,1,10,4,81.6843209853984,"2015_oct"
8011,10,1,0,1,2,35.6163037189111,"2015_nov"
8011,3,0,0,35,12,218.892744890107,"2015_dec"
8012,5,0,12,12,10,201.024491355673,"2014_jan"
8012,6,23,4,1,12,263.184630300577,"2014_feb"
8012,30,14,36,3,33,705.510062038271,"2014_mar"
8012,1,1,0,0,0,0,"2014_apr"
8012,4,1,15,4,4,83.0331531175561,"2014_may"
8012,2,4,16,21,12,218.40351230815,"2014_jun"
8012,0,16,0,0,3,57.8748957488939,"2014_jul"
8012,3,17,5,9,13,261.920610647248,"2014_aug"
8012,0,1,1,0,1,18.218044662455,"2014_sep"
8012,0,79,4,59,46,855.470408356966,"2014_oct"
8012,3,14,5,0,11,244.849202664387,"2014_nov"
8012,34,4,9,27,23,551.522897401398,"2014_dec"
8012,51,0,11,0,26,473.487873274876,"2015_jan"
8012,51,0,12,3,21,407.922548877223,"2015_feb"
8012,0,34,88,2,35,689.544357380504,"2015_mar"
8012,152,41,0,4,53,892.999902289892,"2015_apr"
8012,0,14,0,1,7,135.884987550653,"2015_may"
8012,44,0,4,0,15,249.362559978238,"2015_jun"
8012,64,0,0,0,18,292.935238950644,"2015_jul"
8012,3,94,14,1,36,725.175348370406,"2015_aug"
8012,49,0,2,131,59,1243.07480688512,"2015_sep"
8012,41,0,2,9,20,399.038702443405,"2015_oct"
8012,13,85,8,0,25,558.500330149264,"2015_nov"
8012,13,0,20,3,9,229.596146778385,"2015_dec"
8013,2,50,47,1,33,630.847616100133,"2014_jan"
8013,14,0,0,1,5,127.262461583025,"2014_feb"
8013,1,52,9,101,62,955.895452143672,"2014_mar"
8013,1,57,12,26,22,432.908025510439,"2014_apr"
8013,185,14,165,0,111,2286.85731057424,"2014_may"
8013,33,329,100,0,135,2653.68232689083,"2014_jun"
8013,6,109,1,2,30,705.792509221077,"2014_jul"
8013,1,148,3,2,42,738.51786047761,"2014_aug"
8013,33,2,32,246,85,1399.55470565355,"2014_sep"
8013,22,87,3,2,32,654.608712182718,"2014_oct"
8013,95,0,208,12,99,1926.04664835603,"2014_nov"
8013,16,3,0,0,4,81.8467165905259,"2014_dec"
8013,54,1,0,8,25,498.137159083649,"2015_jan"
8013,0,16,33,4,15,302.75481180103,"2015_feb"
8013,5,0,3,234,70,1372.17622134399,"2015_mar"
8013,30,122,0,46,54,1221.24507728431,"2015_apr"
8013,3,0,12,8,6,120.796603537408,"2015_may"
8013,35,2,4,121,56,1233.82852038464,"2015_jun"
8013,22,2,47,15,30,580.353364461677,"2015_jul"
8013,33,21,45,1,32,675.224920973606,"2015_aug"
8013,8,0,59,0,24,457.685712236697,"2015_sep"
8013,14,0,42,0,13,250.618917241987,"2015_oct"
8013,0,18,0,0,8,202.815171366824,"2015_nov"
8013,29,47,122,0,52,916.998096054004,"2015_dec"
8014,9,11,376,29,134,2640.48845015063,"2014_jan"
8014,13,28,2,9,17,369.430755904458,"2014_feb"
8014,157,0,2,61,62,1392.97788100944,"2014_mar"
8014,4,28,5,21,17,362.349671119101,"2014_apr"
8014,35,30,15,0,23,427.444799841303,"2014_may"
8014,0,4,254,69,92,1991.71104957424,"2014_jun"
8014,1,16,31,3,17,342.691866642061,"2014_jul"
8014,3,7,35,0,8,158.646493553046,"2014_aug"
8014,155,16,0,48,60,1394.00471565711,"2014_sep"
8014,52,14,2,22,36,686.034725232797,"2014_oct"
8014,112,43,0,25,47,777.346850973092,"2014_nov"
8014,0,0,16,6,8,166.576451229386,"2014_dec"
8014,2,158,9,0,56,1124.24821461208,"2015_jan"
8014,4,31,1,9,11,249.83109631689,"2015_feb"
8014,2,22,111,43,48,824.981292205685,"2015_mar"
8014,115,0,35,4,50,1141.06952960488,"2015_apr"
8014,31,2,15,0,15,332.756913155318,"2015_may"
8014,0,16,36,7,15,299.943317349589,"2015_jun"
8014,3,1,14,4,7,144.625364117636,"2015_jul"
8014,0,94,0,3,31,568.707281478484,"2015_aug"
8014,45,0,8,1,19,336.978764565929,"2015_sep"
8014,19,1,0,0,7,169.756248887482,"2015_oct"
8014,0,1,4,37,15,309.919174305108,"2015_nov"
8014,231,1,42,3,80,1513.5907422854,"2015_dec"
8015,0,0,0,13,6,126.398906785884,"2014_jan"
8015,7,1,0,0,2,37.3568121420043,"2014_feb"
8015,5,7,138,3,48,876.647222499209,"2014_mar"
8015,0,5,97,1,35,625.96436112878,"2014_apr"
8015,2,9,0,27,15,280.764545596822,"2014_may"
8015,0,39,0,0,11,250.092387680237,"2014_jun"
8015,5,28,11,154,46,919.034097743942,"2014_jul"
8015,0,41,18,3,16,352.827151767661,"2014_aug"
8015,0,5,36,40,28,433.30823400957,"2014_sep"
8015,0,0,5,40,12,223.264176590983,"2014_oct"
8015,1,27,1,10,9,191.992557072584,"2014_nov"
8015,156,69,1,9,65,1358.87100482369,"2014_dec"
8015,0,0,0,11,2,39.9044252779559,"2015_jan"
8015,29,0,12,3,15,324.665833528945,"2015_feb"
8015,17,255,2,1,80,1923.48966871712,"2015_mar"
8015,225,168,5,65,121,2667.6880211052,"2015_apr"
8015,0,74,41,47,47,1015.12455430982,"2015_may"
8015,0,0,12,2,4,84.8784699147171,"2015_jun"
8015,68,64,53,2,57,1030.45511939933,"2015_jul"
8015,59,1,0,14,23,459.572189776361,"2015_aug"
8015,8,1,38,0,11,216.280919559862,"2015_sep"
8015,1,7,2,172,50,969.308847197758,"2015_oct"
8015,23,31,0,7,25,425.556683900587,"2015_nov"
8015,70,2,2,2,21,452.349627711554,"2015_dec"
8016,10,0,0,1,3,52.8523727415769,"2014_jan"
8016,0,2,0,1,1,16.5574429685847,"2014_feb"
8016,1,8,18,0,6,134.859921119637,"2014_mar"
8016,1,5,19,0,8,150.482385969748,"2014_apr"
8016,144,7,0,1,48,736.884338441499,"2014_may"
8016,1,9,28,0,6,144.359479542461,"2014_jun"
8016,27,232,9,0,77,1620.0035967309,"2014_jul"
8016,114,23,4,0,39,775.527331560244,"2014_aug"
8016,3,0,0,81,25,490.397422071032,"2014_sep"
8016,0,38,28,15,28,555.760446492453,"2014_oct"
8016,5,2,42,1,17,329.628026566816,"2014_nov"
8016,6,44,12,21,23,575.5995602227,"2014_dec"
8016,1,44,0,0,16,313.212479106881,"2015_jan"
8016,13,0,0,0,4,67.8852957065203,"2015_feb"
8016,7,28,0,4,10,202.602343270367,"2015_mar"
8016,0,34,0,26,20,445.228802678467,"2015_apr"
8016,1,0,0,17,5,104.167797446502,"2015_may"
8016,0,0,2,2,1,20.9430912073184,"2015_jun"
8016,0,89,2,0,23,511.255365263478,"2015_jul"
8016,0,0,23,0,4,79.9323685575597,"2015_aug"
8016,6,0,153,6,57,1193.17531590512,"2015_sep"
8016,1,0,0,79,24,420.57350508086,"2015_oct"
8016,0,0,51,0,12,250.177189020157,"2015_nov"
8016,10,0,6,0,3,59.1836733646289,"2015_dec"
8017,0,1,3,0,2,35.5109698800856,"2014_jan"
8017,82,0,48,17,37,756.541365166568,"2014_feb"
8017,1,2,0,15,5,109.047867660359,"2014_mar"
8017,32,4,10,9,17,308.031996271305,"2014_apr"
8017,92,4,160,114,100,1690.99646804508,"2014_may"
8017,0,27,4,206,66,1307.13421463762,"2014_jun"
8017,0,1,119,0,34,634.268389881668,"2014_jul"
8017,100,24,2,76,57,1183.12517772089,"2014_aug"
8017,0,4,82,21,33,719.535683809291,"2014_sep"
8017,0,4,22,0,6,115.37013742695,"2014_oct"
8017,57,0,2,9,28,554.151183881246,"2014_nov"
8017,6,57,0,22,23,409.685053599429,"2014_dec"
8017,78,0,9,0,24,451.776040145582,"2015_jan"
8017,5,5,4,54,22,513.250728389648,"2015_feb"
8017,0,0,82,13,30,664.390174693515,"2015_mar"
8017,15,27,1,47,29,665.85945386012,"2015_apr"
8017,0,0,138,70,73,1792.70850313231,"2015_may"
8017,0,9,111,11,41,896.968777071338,"2015_jun"
8017,0,2,8,0,2,47.8203455743641,"2015_jul"
8017,422,38,1,3,142,3034.26211896034,"2015_aug"
8017,11,47,0,42,25,480.238772799431,"2015_sep"
8017,4,5,50,3,26,543.859951410395,"2015_oct"
8017,17,6,2,2,7,137.489589745039,"2015_nov"
8017,2,1,68,0,21,363.491462570306,"2015_dec"
8018,306,0,2,70,103,2079.44205107193,"2014_jan"
8018,0,163,12,1,64,1538.58762924867,"2014_feb"
8018,4,1,14,88,30,684.405230789608,"2014_mar"
8018,0,0,0,76,23,439.984469616205,"2014_apr"
8018,53,1,1,34,23,449.688333646152,"2014_may"
8018,12,127,59,0,44,879.060898063081,"2014_jun"
8018,3,87,4,13,34,848.10011537798,"2014_jul"
8018,15,128,55,60,80,1611.52784460845,"2014_aug"
8018,0,0,0,0,0,0,"2014_sep"
8018,1,107,1,265,127,2857.98700169049,"2014_oct"
8018,41,0,0,0,13,286.509359552217,"2014_nov"
8018,5,0,0,2,1,19.4543722891932,"2014_dec"
8018,191,34,0,2,59,1239.26336879868,"2015_jan"
8018,11,0,3,83,26,534.333753244097,"2015_feb"
8018,185,74,0,2,92,1748.46872719672,"2015_mar"
8018,211,8,72,32,92,1826.34580791883,"2015_apr"
8018,0,0,436,0,127,2193.21755641386,"2015_may"
8018,13,0,0,6,6,121.575261381238,"2015_jun"
8018,94,9,34,195,106,1605.83369585968,"2015_jul"
8018,0,42,20,0,18,330.244646678184,"2015_aug"
8018,17,19,135,57,62,1267.82862248522,"2015_sep"
8018,4,0,1,0,2,45.1193872047101,"2015_oct"
8018,0,78,6,4,26,560.554553709476,"2015_nov"
8018,84,34,4,0,35,694.955435847906,"2015_dec"
8019,21,0,46,0,18,346.806802912075,"2014_jan"
8019,37,2,0,8,12,270.172302229791,"2014_feb"
8019,1,2,1,13,3,70.9721887776251,"2014_mar"
8019,5,7,50,0,23,475.672926725457,"2014_apr"
8019,30,6,189,3,73,1387.23029079024,"2014_may"
8019,18,2,0,133,50,1174.71118413102,"2014_jun"
8019,130,2,3,35,53,1095.46911775785,"2014_jul"
8019,1,0,52,0,12,226.145117407466,"2014_aug"
8019,34,0,0,2,6,148.392830159208,"2014_sep"
8019,66,59,36,0,52,870.646001822891,"2014_oct"
8019,136,38,0,4,49,857.474043916351,"2014_nov"
8019,72,19,69,86,75,1674.2717572147,"2014_dec"
8019,0,54,10,104,47,853.254413210389,"2015_jan"
8019,61,5,65,315,126,2791.62452554841,"2015_feb"
8019,93,24,0,6,30,649.633682018825,"2015_mar"
8019,178,97,0,0,66,1324.4683177016,"2015_apr"
8019,76,10,65,0,45,1047.99519926435,"2015_may"
8019,68,20,0,131,66,1207.4909492827,"2015_jun"
8019,0,0,8,2,2,37.5635578397714,"2015_jul"
8019,0,4,0,59,22,492.21068874114,"2015_aug"
8019,25,11,353,16,119,3054.76478047122,"2015_sep"
8019,104,0,0,15,40,724.573994387121,"2015_oct"
8019,10,3,5,0,6,108.014780656274,"2015_nov"
8019,20,0,2,19,8,182.97561972476,"2015_dec"
8020,60,78,18,51,60,1212.05600925677,"2014_jan"
8020,0,22,4,33,22,394.116806821593,"2014_feb"
8020,5,206,71,0,88,1641.35797527726,"2014_mar"
8020,0,18,0,37,19,395.096857993808,"2014_apr"
8020,4,14,0,2,8,158.140896950191,"2014_may"
8020,5,0,0,4,4,66.7391055218078,"2014_jun"
8020,57,0,1,0,21,437.474671399689,"2014_jul"
8020,0,1,29,27,21,444.654444649889,"2014_aug"
8020,9,18,0,1,6,108.373445642013,"2014_sep"
8020,0,0,4,91,23,443.393230064307,"2014_oct"
8020,2,0,1,13,1,20.0547310604537,"2014_nov"
8020,11,7,11,0,8,131.984346837418,"2014_dec"
8020,29,11,0,4,14,282.086854748284,"2015_jan"
8020,1,35,0,2,14,338.458235454201,"2015_feb"
8020,59,0,18,0,26,479.562862936285,"2015_mar"
8020,0,17,44,0,19,316.966891576812,"2015_apr"
8020,0,20,19,0,8,153.357567025541,"2015_may"
8020,0,3,0,1,3,49.5444446529878,"2015_jun"
8020,50,45,35,5,49,1073.29787747695,"2015_jul"
8020,23,65,0,27,25,513.995520535978,"2015_aug"
8020,36,7,43,1,24,468.849050000322,"2015_sep"
8020,74,4,15,8,34,607.869673275064,"2015_oct"
8020,3,0,2,5,5,94.3712002427568,"2015_nov"
8020,0,0,2,18,8,145.217570253247,"2015_dec"
8021,3,50,0,154,71,1382.99363132309,"2014_jan"
8021,3,0,10,80,27,523.343913681007,"2014_feb"
8021,11,0,14,11,10,219.679154642016,"2014_mar"
8021,0,0,25,0,9,186.409839691185,"2014_apr"
8021,42,1,0,0,10,216.96878114865,"2014_may"
8021,15,0,2,28,13,251.292017286055,"2014_jun"
8021,0,12,13,1,7,132.599484038232,"2014_jul"
8021,3,41,133,0,48,969.266912352676,"2014_aug"
8021,54,26,89,87,91,1527.60060131346,"2014_sep"
8021,2,0,21,7,11,241.220731970451,"2014_oct"
8021,13,0,40,69,26,587.318608123569,"2014_nov"
8021,9,41,33,22,30,589.424794059424,"2014_dec"
8021,0,13,77,17,26,528.353786182262,"2015_jan"
8021,4,1,2,2,2,49.6509809789129,"2015_feb"
